text,target
Thank you chechii..and lil suggtn...recipiede koode servng nd preprng tym koodi addeythal it wil b awsom😊,Positive
thank you dear.. kayam puli uluva ethu moonum aanu sambar nde important ingredients😁😍,Positive
Thank you for your tasty recipe. Palathavana sambar kazhichittudenkilum sambar oru albuthamaayi thonniyath idhadyamayaa. Thank you so much,Positive
Thank you so much chechy. Njan Aadyam aayitanu Onam Sadhya prepare cheyyunnathu. Chechyde mikka recipes try cheythu nokki. ellarkkum othiri ishtapettum ellam. ,Positive
Thank you veena chechi... Cook cheyyan ariyamenkilum ingane tasty aayi undakkan chechiyude video aannu padippichath thanks a lot chechi❤️,Positive
thank you Veena chechy..Njan chechyude recipe kandu sambar vechu..nallatha..,Positive
Thank you very much chechy... njan oro days oro recipee noki padikuvane.. nalla explain cheythu tharunnund chechi... super presentation. God bless you.,Positive
Thanks adyamayi njhanum sambar vechu,Positive
Thanks chechi recipe paranjathinu,Positive
Thanks chechi sambar vekan padichuu Adi poli ayi tooo👍☺,Positive
Thanks chechi.njan first time undaaakki.,Positive
Thanks chechii Njan ipo undaakkiyathe ullu,Positive
"thnq veena , njn try chythu. sambavm ellarkum ishtayi",Positive
Thresiamma Varghese njn epozhum ith nokiya undakaa..ipazhum undakikondirikanuu 😂😂,Positive
Thrissukkari 🤗,Positive
Thudakkakaark manasilavunna reethiyil karyangal paranju tharunna video aanuta chechi.. Aadyamaayi sambar vakkan poguva..daivame nale minnichekkane.. 😁,Positive
Thx chechi .athyam ayi njan sambar undakiyath eth kandannu💖💖,Positive
Tnku chechi njn chechinde chkn fry akkiyayirunuu supr tasty ellarkkum ishttapettuuu ippo sambarumm oh gd vry tasty ur my cookng heroo,Positive
Tnx a lot chechi.. njn e recipe use chythu.. First attempt got succes..chechide simple aayt olla samsaram nik orupad eshtanu.,Positive
Tnx chechi inn enik ee video upakarapettu tnx,Positive
today e sambar undaki thoran paripanu njan ethu vere use nokate...tastayonu...😀,Positive
Total vegetable ethra weit und....,Positive
Tq chechi sooprb njn try cheythu..... Soooprb,Positive
Valare nannayitund.. Nalla avatharana shyli... Sambar undaki noki valare tasty ayrunu... Iniyum kooduthal videos pretheekshikunu..,Positive
Vangiya sambar powder idid sambar undakupol eganeya undakuka,Neutral
varakkumbol upayogicha spoon plastic aano,Neutral
varsham 4 kazhinjille dear,Neutral
varutharacha sambar nde recipe yil thenga ozhivakki bakki same cheyyam,Neutral
varuthu aracha sambar,Neutral
varuthu aracha sambar undakoo,Neutral
vattichal mathi,Neutral
vattichu eduthal mathi tto,Neutral
vayik ruchi yayi kazhikan agrahikunna bachelors nte kanapetta daivamanu sister🍽🍳🍴⚱🍹🍩,Neutral
Vayykunneram amma illathathu kond nokki undakki kollam poli saanam,Positive
vazhuvazhuppu feeling varilla dear.. njan varshagql aayi cheyyunna sambqr aanu .,Neutral
Vechu tta.. adipoli 🤩🤩 chechi ellarnenki nte currykaloke..😂😂,Positive
"Veena chachi, njan orupadorupadu ishtta pedunna sambar. Ee sambar njan etravattam undakki ennu enikku parayan kazhiyillatto. Kazhinjana oru varshamayittu njan bachelorsinu food undakki koduttirunnu. Oro azhchayilum oru divasam njan ee sambaranu undakkikondirunnathu. Enikku ee recipe kannadachu undakkan kazhiyum. Ellavarkkum orupadishttamayirunnu. Ippol ente aroghyam moshamayathinal njan mess niruthy. Enikku ee sambar othirynalla ormakalanu tannittullathu... Chachiyodu orupadu tarathil enikku tanks parayanundutto. Atmarthamayittu parayunnu orayiram tanks chachi...",Positive
Veena chechee ella recipes um adipoli aanu tto,Positive
Veena chechi adipoli sambhar,Positive
Veena chechi i love all your recipes and your way of presentation.swantham chechi aduthu ninnu paranju tharunnathu pole thonum eppozhum.🥰🙏,Positive
Veena chechi I tried this recipe. taste absolutely fantastic 😋.I love your all recipes. ,Positive
Veena chechi innu sambar undakki .adipoli aayirunnu.with your soft idli. 3 idli kazhikkunna ente husband 7 kazhichu.sambar kudikkukayaayirunnu.ini ithra taste venda ennu theerumaanichu.pani eduthu ksheenichu.thank you chechi.lub you🤩😘😘,Positive
Veena chechi njan undakki super ayito sarkkara cherthilla ivde ath ishtamilla thanks for ur recipe,Positive
Veena chechi njn dhe ipo ith indakikondirika my first try...... ee video ititu enik ith kaanan 4 varsham veendiii vannu..... love u veena chechiii....😘😘😘😘,Positive
Veena Chechi.. Njan ee sambar uhndakki.. Pinne cheera itta parippu curry um.. Njan oru beginner ayirunnu.. Enik tasty food uhndakan pattumennu manasilayath ningale ee Chanel kohnd mathramahnu.. ithrayum easy ayi paranju tharunnathum ella tips um paranju tharunnathunum oru padu thanks..😘😘 eniyum nalla nalla recipes pratheekshikkunnu.. Njan ee channel kahndath 200k ayappozha.. so fast u reached this level.. so happy for u.. Veena Chechi de channelkahnunnathinu munp nokiya mattu Chanel videos onnum enikishtamayilla.. orikkalum taste ulla food kittiyirunnilla..thank you so much Veena Chechi for helping us with delicious food,Positive
"Veena chechi.. thank u soo much .. marriage kazhinju within one week dubail ek shifted aaya aalanu njn.. veetil kitchen area lek povatha njn njn ipo athyavashyam nannai cook cheyyum.and all credit goes to you..once again thank you chechi.. Oru doubt ee kayam,uluva and puli ith moonnum illathe sambar undakiyal nannavo?",Positive
Veena chechide ellaa videosum Oralenkilum oru day kanunnuntalle😍😍6 varsham munpathe videokk innale vare ulla comments unt .. apo inn untakkan pokumnath njan aane😍😍👍👍👍,Positive
Veena chechii...njn chechide oru sthiram viewer n subscriber aaan......chechide vedios kandukomdaan njn pachakam cheyyaar..alaathe nk cooking vashilla ...nte sambar njn vere aaro parnj thanna reethyil indakumbol elaam pachavellam poleya..ottum taste indavarilla ...inna aan njn ee vedio kandath....chechide vere oru sambrum njn try cheythrnnu..but thiss worked suoprrbbb...nalla abipryavm kitty husbandinte veetil ninn....thank youu soo muchhj....chechide vegetabke kuruma nte familide favrt one aan ttaa.....wishingg uuu a besttttt in ur cooking carrior...keep goinggg chechii...with all our love care n supporrtttt......from.dubai😍😍❤️,Positive
Veena chechiiii...... ummaaaaaaa......njn innu sambar undakkii tooo..njn oru star aayitoo....kurach time eduthenkilum adipoli aayirunnu paranju.,Positive
Veena Chechy adipoly,Positive
Veena moongdal (cherupayar parippu) ittu undakkiyal valare healthy aanu..,Neutral
Veena njhan sambar ndakkan pova...ur 5th video,Positive
Veena upayogicha sambar powder etha....?,Neutral
"Veena, najan sambar undakkumbol karutha color aanu. Puli kooduthal pizhinju cherkkunnathu kondano???",Neutral
"Veena, thenga aracha Sambar koode cheyumo?",Neutral
Veena's Curryworld :chechi...Sambar veeti elarkm ishtaaito!!! thank u so much!!!,Positive
Veena's Curryworld Next time njn adipoli aakkum..nokkikkoo...ennit chechinod parayaattaa..enne ipo ellarum veena chechi ennaa vilikkanr,Positive
"Veena&#39;s special nadan kerala sambar super. Choru unnan varunno, ennu lunch super, veena kazhikkan varunno",Positive
Veenaa... njan ningalule ellaa nadan itemsum undaki nokaarund. Innum kurukku kalan undaki. But sambaar njanippazha kanunnath.ente sambar ellavarkum ishtamaanu.athu kond sambar recipe nokkathirunnath. Njanum ithu pole aanu undakka. Aaa ulli paripaadi cheyyarilla. 😀Innu ithu undakkan povaa. Nale ravilatheku. Baki naale parayaato.,Positive
Veenachechiiiiiiiiiii❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positive
Veenayude recipes aanu enikku ishtam .,Positive
Veenechi ee recipie aanu njan ippo 4-5 times aayi follw chaiyunneEllarkum bayankara ishtanu ee sambarInnale sambarinoppam thairu koodi aayappo ente molk etra unditum pora..3 thavana choru vangi kazhichit last paraya ini kazhikkanam ennund pakshe vayaril sthalamillannu..santhosham kond kannu niranju poi.. non veg enthenkilum illenki perinu matram choru kazhichunnu varuthi eneet pona aala aval..Thank u veenechi Love you so much ❤️,Positive
"Veenechi school opening time alley appo breakfast, lunch ideas okke aayittulla tipsum vdosum upload cheyyamo....",Positive
veenechi spppr😘❤️️,Positive
"Veenechi, nammal week il 2 days samabar vekkan thudangi, sambar epol vechalum shariyakarilla, life il first time anu samabar vechit sambar ayathu... Wife nalla oru cook anu.. nammal pravasi ayathond nalla sambar vekkanonnum ariyarilla,,,, She referred ur channel to me... Thank you so much. Stay Great...",Positive
veenechi.......sambar success. Husnu ishtayi. Thank you soooomuch chechi,Positive
Veenechi....I m a big fan of you!!😍😍Veenechiyude ithuvare njan try cheytha ella recipes um super hit success aanu.. thank u veenechi.. 😍🙏🏼👍🏼great chef!! 👩🏻‍🍳👩🏻‍🍳👩🏻‍🍳Hats off..🎩🎩Keep going .. All our supports are with you.. 👍🏼👍🏼👏🏼👏🏼💐💐💐,Positive
Veenechi...njan inna this sambar try cheythathu...this is really gud....usually njan sambar powder mathram use cheythu undaakkaaru..,Positive
Veenechii... Lovu.... Checheede sambar nd pachadies njn undakkaar. Great,Positive
Veenechiye. Undakkan povatto.... Anugrahikkanam....,Positive
Veenechyude avatharanam nalla vetyasam vannitund,Positive
vegam sambar kedakum,Neutral
Veluthulli cherkumo....sambaril....??????,Neutral
Vendaka oil varuthu ittal podinju pokilla,Neutral
Vendakka Onnu oilil vazhatti ettu eduka apool vendakka kozhangu pokilla,Neutral
Vendakya ennelit varakande????,Neutral
Vendayum thakkaliyum vaattandee??,Neutral
Venechi jan malayali but wedding kaziju mathura yil aanu thamasam eniku kooduthal eshttam naadan food aanu.venechitte sambar soopar thanks,Neutral
Venede parippu venthilal,Neutral
venel edam pettennu kedakum sambar,Neutral
Venna chechi de Sambar njan try cheythu nokki outstanding .....,Positive
wow......kidu,Positive
Wow.entha manam.porichu,Positive
Agana inne kootti konde pokanelle poli❤️❤️👍🏻🥰🥰,Positive
"Agnay ponnu vannu,happy to see you all",Positive
Aiwaaa ellarum poli look😍,Positive
Angane kuree dhivasathin shesham ponnu chechiye kandu❤️✨,Positive
Ariyadhe kann niracju sherikkum 🙃,Positive
Arogyavum afiyathum ulla kunjava undavate. Kunjusinte karachil kandappo kannu niranju😢. Lovely family,Positive
Awww🥺❤️😘sakadem verunnu kadditt❣️Take care kunjuechii eni Oru cute babyneem kod vaa😘❤️,Positive
Chechi naa kannan nalla baghii ayitunudd,Positive
Dress oke pack cheythitt kond vannille....Athu kandillalooo,Positive
E snehum ennum undakatte❤️,Positive
E videokke cutta waiting ayirunnu Ellam nannaye nadannu but ethil ponnusinta achanume ammayume kandilla enthupatti,Positive
Ellareyum kaanan adipwli aayind❤️❤️❤️,Positive
Ellarum adipoli ayttund kunjavakku vendi waiting God bless you kunjus,Positive
Enikk ente ikka gulfil poyatha orma vanne kunjus vishnu eettante kettipidich karanjappo 😥,Positive
Enikkum ente ekkaane vitt piriyumpol ethupoleyaa,Positive
Enta chechipenn karanjappo njn karanj poy❤️❤️🥺,Positive
Entha eragubo oru prathana,Positive
Eppo anu mall familiyile avar vannu ennathu poornnathayilayathu,Positive
Evarellarum karayunnath kand njanum karanju hoooo🥺🥺🥺,Positive
Indro polichu. Kunju chechiyudeyum ponnu chechiyudeyum look poli ayittund waiting cheyuva babykk vendi❣️💞😍🥰😙,Positive
Ini nalla arokyavum ayussum ulla kutty ye labikatte pratana eppoyum undakum❤️❤️🥰,Positive
Inkk kunjuchechinteyum vishnuvettanteyum sneham kanditt karanj njn sathyam🥺🥺😭😭😢😢😥😢😥😢😥😢😥😢,Positive
Ithentha swarnam ingana idunnath...angottokke anganayano,Positive
Jayamma chodikunnudallooo ponnuseeee😂 fud onnum kazhikunnile sheenam anonn😂😂😂😂,Positive
Kaanumboll orupad sandhosham thonunnu ennum happy ayi irikatte,Positive
Kaliyaanathin igott varuppol karanju. Ippol agngott pokuppol karayunnu,Positive
Kallyanam oorma vannu. Karachil kandappol😍,Positive
Kalyanam kazhinju nallavathil Ivar poyilla. Athinu ippol TV kond kodutheya,Positive
Katta wating ayirunu🥰🥰🥰🥰🥰,Positive
Kunjoosineyum punne ponnu vineyum kanan nalla chandham und 😘😘😘😘,Positive
Kunjoosinte karachil kanappo veshamaayi 😢😢nnalum saaralla njammalle kunjuvavakk vendi alle 🥰🥰🥰🤲,Positive
Kunju chechi inn nanayitund 🥰. Ningaluda fam poliya ningaluda oro videosum kannaan w8ing ann njn🥰🥰...,Positive
Kunju chechi look ayittund,Positive
Kunju innu super,Positive
"Kunju sandhoshmayittirikku, god bless you",Positive
Kunju sundhari avanalla ee time penkuttykal kalyanathinu orungiya pole orungiyanu eranguka 😊 God blessed ❤️,Positive
Kunjuchechi super,Positive
Kunjunte video kanduu ketto apo nighlaa video kananonn thonniii 😘😘😘😘😘😘,Positive
Kunjus kaanan nalla bamgiyund,Positive
Kunjus karanjappo serikkum karachile vannu🙁☹️☹️,Positive
Kunjus karayumbol kann niranhu😥😥😥😥😥 so cute aayitund🥰🥰🥰,Positive
Kunjus maathramala karanjath nammallum karanupoyi 😭,Positive
Kunjus ponnusum sudhari pennigal ayikkn💖💖,Positive
Kunjuse santhosham ayit poyit varu vave kondu varallo kurachu masathe kariyam alle god bless you,Positive
Kunjusinte Karachil kand njnum karanj poyii 🥺🥺🥺❤️,Positive
Kunjuuz karayunnadhe kandappol sanghadam vannu,Positive
Last vshu ettane ketti pudchpo kann nernju😒,Positive
Maman ellathinum koodend💪🏻💪🏻,Positive
Memmaye kandilla,Positive
Menma enthe,Neutral
Nalla aarogyamulla vava undakatte kunjuus love you🥰🥰🥰🥰,Positive
Ndh oke aylum Ponnu chechiku oru ushar ila lo..,Positive
Njangalkokkea vilichind pokumbol thirinju nokkathea nerea vandiyil poyi kayaranam yathra chothipokea athinu mumbra chothikkum,Neutral
Njangede nattil chekkenum varum,Neutral
Njgalde nattil prasavathinu kondu varumbol husband oppam varum ath oru chadag annu....enit next day oru ada undakki kazhippich vidum. Kalyannam kazhinju avasanathe virunu enu parayum..,Neutral
Njnanum kunjoosine pole ayirunnu. Enik ente etane vit pokan enthoru sakadrnnu. Ella pennugalum Agana kalyanam kazhij husinte vtl varumbo karayum pinned thirichu swandam vtl povumbozhum karachil,Neutral
Oreee poliiiiieeeee,Positive
"Orupad santhoshavum sangadavum thonniya nimisham,Ellam nallathinu vendi, God bless you Kunjusee",Positive
Ponnechine introyil thane kandapo othiri santhoshayi🤗🥰❤️,Positive
"Ponnuse entha oru preyasam ullathpole... Mugath vishamam und, enikk angine thonni... Payaya ponnuse allaa valare active aayirunnu.. Ippo oru kutti koodi vannappo aal vallathy maaripoyi... Mugath vallatha vishamam undallo",Neutral
Sandhoshavum sangadavum orupole vannu othiri othiri ishttanu kunjoosine ellareyum ishttanu ennalum kunjoosinod ithiri kooduthal aanu kunjoose karanjappo sangadayi❤❤❤❤❤❤❤❤❤,Positive
Sangadapedanda tto kunju chechiiii...happy aayitt irikane ...😘😘🥰,Positive
Santoshm ❤️❤️,Positive
Sujin endaan ponnusinte veetukarumayi prashnam Ammaye vilichille paavam ponnus NAL lavish am am u nd sujin parayu end a an prblm,Neutral
Sujinu nalloru manasanu femily santhoshathode kondpovundallo,Positive
Sujinum ponnuvum pinakkathilaanenn thonunnu.....oru energy illa ponnusn....aano?,Neutral
Valayile colour ayathaakum,Neutral
Vallatthoru feeling aan priyappettavrude aduth ninnum verpirinj kurach days mathram aanengil polum😢😢,Neutral
Valsalaammayudd saari polichu💞,Positive
Vava appi idunnth okke indkumo yahh n,Neutral
Vishnu chettan polii❤️ caring husband,Positive
Vishnu ettane ayi avdenn ingatte porayirunnu... 2 days ivde nikamayirunnu ❤,Positive
Vishnuettane poley caring ayiituulla husband chechiday bhagyam annu god bless you,Positive
Vishnuvettan nalla sangadam und😢😢chirikkunnundanne ollu,Positive
Waiting aarunnu video ku vendiyittu....Endhayalum valya santhosham...Ponnus yae.... Kidu baby yae ..ivakuttiyae....kunjoose yae💝💝🎉🎊🎊🥰🥰❤️❣️❣️❣️❤️😘😘😘,Positive
Waiting aayirunnu😍😍😍ellaarum adipoli🥰🥰,Positive
🔥Thanks bro e vedeo enik upakarapettu 👍🤝🤝🤝,Positive
ah varthanathinn thanney mansil ayi..assoya illann Oh🙏,Positive
😂😂😂😂intammoo sathyam... kidann kannadach kelkunna njn,Neutral
"1.3M +me adakkam ellavarum madi rokam maran agrahikunnu ennu Saram, but madi palappoyum oru koode pirappine poleya its problem anandu,",Neutral
10 th ile student ith upakarapedum. enikk upakara pettu ☺️,Positive
100 % njn yojikunnu,Positive
Aa adyam paranja ellaa problem enikkundd,Neutral
Aa asugathinte peru kettapolek njan molilek nokki😂,Neutral
Aa last paranja dialogue ❤️💯,Positive
Aa madimaataan noka 😃😃,Positive
Aa paranja tour nte karyam 100% sathyam 🤣,Positive
Aadyam ketapo enik entho asukam aanenn karuthyath🙄 pinneyanu ath madi aanenn manassilayath🤭,Neutral
